3.986178	6.481462	
7.509530	9.414551	
9.510618	11.143755	
11.263838	13.041075	
14.383333	15.851030	
16.115214	18.973203	
18.973203	21.831192	
22.928370	25.097465	
25.193531	27.379052	
27.499136	30.477208	
33.503314	35.808918	
36.481386	38.330673	
40.227994	41.524896	
41.933180	44.623052	
45.637029	47.991071	
48.801960	53.052918	
54.710071	61.242617	
63.260957	66.321212	
66.933263	69.271611	
70.244615	72.708513	
73.571661	76.066946	
76.788852	79.048733	
80.131592	83.223234	
146.656821	148.399267	
148.963782	150.608804	
151.113807	152.938426	
153.357994	155.075913	
155.586487	157.405534	
157.846368	159.567038	
160.106248	161.968709	
162.381822	164.058163	
164.720170	166.531885	
166.964357	168.693389	
169.192850	171.023010	
171.578280	173.280581	
173.853854	175.564457	
176.160815	177.981274	
178.588275	180.365511	
