12.194000	12.597000
40.062000	40.498000
52.026000	52.503000
52.824000	53.292000
58.629000	59.032000
89.177000	89.539000
93.362000	94.069000
112.415000	112.924000
125.991000	126.624000
157.040000	157.336000
185.730000	186.239000
218.720000	219.114000
219.468000	220.019000
266.979000	267.670000
272.374000	272.629000
273.328000	273.615000
296.286000	296.804000
311.498000	312.024000
312.477000	313.060000
314.409000	314.927000
318.611000	318.997000
335.838000	336.241000
340.730000	341.224000
345.195000	345.705000
364.914000	365.341000
398.825000	399.367000
401.900000	402.533000
408.709000	409.037000
415.451000	415.821000
485.123000	485.592000
486.086000	486.521000
494.226000	494.481000
495.188000	495.706000
503.995000	504.250000
504.669000	504.990000
532.388000	532.898000
594.816000	595.153000
646.612000	646.933000
688.047000	688.376000
696.919000	697.183000
709.837000	710.224000
711.071000	711.597000
736.307000	736.652000
737.869000	738.313000
738.782000	739.127000
741.972000	742.301000
865.463000	866.039000
901.191000	901.561000
907.137000	907.704000
973.594000	973.972000
985.624000	986.240000
987.202000	987.844000
996.930000	997.448000
1057.195000	1057.582000
1099.222000	1099.658000
1100.209000	1100.735000
1104.913000	1105.332000
1123.241000	1123.784000
1134.646000	1135.230000
1137.146000	1137.582000
1202.189000	1202.468000
1263.720000	1264.222000
1275.972000	1276.573000
1289.820000	1290.445000
1298.248000	1298.799000
1299.235000	1299.695000
1312.161000	1312.852000
1320.253000	1320.943000
1393.387000	1393.937000
1399.471000	1399.767000
1400.105000	1400.713000
1422.898000	1423.663000
1444.837000	1445.585000
1464.588000	1465.057000
1486.420000	1486.946000
1534.984000	1535.461000
1552.934000	1553.321000
1554.456000	1554.966000
1583.589000	1584.272000
1587.824000	1588.285000
1609.080000	1609.582000
1637.046000	1637.432000
1637.983000	1638.707000
1664.058000	1664.527000
1664.847000	1665.612000
1666.443000	1666.854000
1667.512000	1668.054000
1681.976000	1682.436000
1692.970000	1693.397000
1757.305000	1758.004000
1759.213000	1759.830000
1783.388000	1784.046000
1792.236000	1792.589000
1807.613000	1808.098000
1808.575000	1808.904000
1879.785000	1880.212000
1885.097000	1885.327000
1892.308000	1892.785000
1919.008000	1919.484000
1924.369000	1924.739000
1953.058000	1953.675000
1954.867000	1955.131000
1962.375000	1962.819000
1963.715000	1964.258000
1979.593000	1980.046000
1998.054000	1998.465000
2003.325000	2004.106000
2017.114000	2017.879000
2021.785000	2022.237000
2033.585000	2034.185000
2116.282000	2116.841000
2173.949000	2174.565000
2176.210000	2176.621000
2195.262000	2195.534000
2228.869000	2229.157000
2230.555000	2231.204000
2235.061000	2235.341000
2237.536000	2237.873000
2267.155000	2267.845000
2273.659000	2274.078000
2304.256000	2304.528000
2305.884000	2306.115000
2316.385000	2316.656000
2317.215000	2317.577000
2345.346000	2345.823000
2376.009000	2376.658000
2410.010000	2410.389000
2412.765000	2413.102000
2439.284000	2439.695000
2485.784000	2486.146000
2496.671000	2497.156000
2520.575000	2521.175000
2522.943000	2523.625000
2535.146000	2535.540000
2554.691000	2554.930000
2569.895000	2570.290000
2600.756000	2601.183000
2603.543000	2603.946000
2625.211000	2625.613000
2635.596000	2635.966000
2659.812000	2660.363000
2717.191000	2717.619000
2736.762000	2737.082000
2737.740000	2738.365000
2740.890000	2741.506000
2747.830000	2748.307000
2749.285000	2749.729000
2766.857000	2767.268000
2767.852000	2768.206000
2780.318000	2780.631000
2783.640000	2785.397000
2789.651000	2790.284000
2790.942000	2791.633000
2826.284000	2826.859000
2850.229000	2850.656000
2862.555000	2863.081000
2912.056000	2912.394000
2986.695000	2987.254000
2997.179000	2997.697000
3004.128000	3004.703000
3018.534000	3018.970000
3022.243000	3022.826000
3024.216000	3025.038000
3037.348000	3038.121000
3039.864000	3040.366000
3113.796000	3114.084000
3118.845000	3119.231000
3131.360000	3131.927000
3133.942000	3134.254000
3145.043000	3145.651000
3146.038000	3146.704000
3202.167000	3202.685000
3240.880000	3241.266000
3260.968000	3261.363000
3262.317000	3262.490000
3281.698000	3281.953000
3317.377000	3317.796000
3332.310000	3332.565000
3334.834000	3335.073000
3336.158000	3336.651000
3341.166000	3341.569000
3371.072000	3371.574000
3383.513000	3384.180000
3435.671000	3436.000000
3440.786000	3441.213000
3449.140000	3449.773000
3450.308000	3450.818000
3463.160000	3463.448000
3481.234000	3481.522000
3516.839000	3517.201000
3536.960000	3537.248000
3602.620000	3602.965000
3609.609000	3610.308000
3611.476000	3611.895000
3614.444000	3614.814000
3619.361000	3619.797000
3627.296000	3627.650000
3637.550000	3637.854000
3642.163000	3642.870000
3643.405000	3644.096000
3702.264000	3702.511000
3707.765000	3708.357000
