36.733359	38.327312	
42.638228	44.123502	 
60.860003	62.671313	
66.909777	68.793539	
73.176909	75.060671	
92.159433	93.970743	
98.245434	100.092970	
121.285292	123.096602	
133.384840	135.341055	
139.217257	141.499507	
145.339484	147.802865	  
151.316806	154.142449	
751.729718	753.287445	
757.489683	759.192314	
763.358326	765.024731	
768.937160	770.857148	
780.710672	782.594434	
798.497733	800.635078	
804.547507	806.684852	
810.597281	812.481043	
822.298341	824.218329	
827.877175	829.797163	
833.311103	835.267318	
838.926163	840.954830	
844.613676	846.497438	
855.880021	857.981141	
861.495081	863.741105	
867.472403	869.464843	
872.978784	875.007451	
884.462487	886.454928	
890.367357	892.142440	
