8.793944	9.375974	
17.978259	18.560289	
38.629544	40.289408	
44.298947	45.441451	
63.031690	64.389760	
69.283123	70.770532	
72.516622	73.141766	
81.527308	82.195565	
87.864968	89.352378	
94.094844	95.690038	
100.410947	101.553451	
106.339030	107.136627	
111.728197	112.439567	
117.182033	118.496990	
129.447776	130.978299	
135.397415	137.057279	
141.756632	142.899135	
202.029068	202.740438	
230.198980	232.479894	
609.380018	612.050870	
639.417424	640.385124	
673.828835	675.144907	
759.513404	761.023016	
776.834945	778.279979	
