578.895167	579.857616	
580.927003	581.675575	
584.562921	585.418431	
587.129452	587.699792	
588.947411	589.767274	
591.407002	591.870403	
593.189315	594.080471	
595.791491	596.254893	
597.466865	598.393668	
600.069042	600.532443	
601.708770	602.706865	
604.453531	604.952579	
618.141693	618.605094	
620.030944	620.886454	
622.846998	623.274753	
624.771896	625.556114	
627.445365	627.908766	
629.405909	630.118834	
631.865500	632.364548	
633.968629	634.610262	
636.285636	636.784684	
640.777064	641.204819	
642.880193	643.557472	
645.411077	645.838832	
