55.190655	56.250699	 
59.294050	60.319898	
71.022919	72.322327	
80.118777	81.383990	
84.906070	85.760944	
96.156210	97.387228	
102.037742	103.576515	
110.343775	111.472209	
115.660979	116.884235	
131.521127	132.870927	
137.468683	138.691939	
766.989786	768.349777	
784.559580	785.880714	
790.543542	791.864676	
802.589179	803.871457	
814.401676	815.645096	
820.307924	821.629058	
825.825603	827.146737	
837.094103	838.337523	
842.806066	844.049487	
848.401459	849.761451	 
854.113423	855.356844	
859.747673	861.263092	
