303.748437	305.679414	
313.140004	315.100238	
316.726544	317.773250	
319.869164	322.414542	
323.497421	324.642255	
327.389857	329.483268	
330.431845	331.543969	
333.768218	335.861629	
336.810206	338.249426	
340.113871	342.305410	
343.581083	344.693207	
346.950166	349.010867	
350.122992	351.202407	
353.492075	355.062134	
356.468644	357.449930	
360.132113	362.029267	
363.174101	364.286226	
366.706732	368.473048	
369.421625	370.664587	
372.986965	374.655152	
375.669148	376.912111	
379.365327	381.000804	
382.145639	383.388601	
385.449303	387.117490	
388.327743	389.439868	
391.827664	393.561270	
394.673395	395.981777	
398.467703	400.234018	
401.313433	402.654525	
408.215148	409.327272	
411.878617	413.252418	
414.691638	415.803762	
418.682203	420.186842	
421.527933	422.672767	
424.864307	427.023137	
428.037133	429.378225	
431.896860	433.597756	
434.677171	435.887424	
438.275221	439.812570	
444.293778	446.190932	
447.204928	448.415181	
450.541301	452.373036	
453.615999	454.858962	
460.190618	461.335452	
