8.883301	9.379794	
38.750647	39.827054	
44.386488	45.305000	
62.969801	64.276867	
106.299184	107.019099	
123.402358	124.324992	
129.783912	130.783433	
141.720151	142.739721	
148.060599	149.143891	
201.779163	202.862456	
231.504360	233.580288	
245.838585	247.849383	
250.802798	253.416929	
259.045303	259.641095	
268.656546	270.122177	
277.832671	279.362025	
282.962380	284.236841	
291.150797	292.138505	
516.220749	517.558934	
592.210534	592.943349	
603.139044	604.094890	
609.511353	610.722091	
656.284101	657.048778	
689.770584	691.108769	
712.296696	713.093235	
742.246549	743.106810	
759.451783	760.981137	
776.848186	778.154510	
801.445299	802.241837	
806.638731	808.391116	
812.628701	813.966886	
824.194442	824.959119	
829.833935	831.044674	
846.529385	847.867570	
852.423771	853.507063	
863.862065	865.040942	
887.120993	887.981255	
892.314425	893.461440	
