6.983731	9.086939	
15.477458	17.203167	
19.468161	21.517441	
27.233854	29.040456	
36.455614	38.450966	
44.598806	46.755943	
56.139489	58.188769	
70.106951	72.344980	
82.267810	84.424947	
86.393334	88.280829	
94.374741	96.370093	
100.576510	102.140434	
104.513285	106.832207	
108.908451	111.254338	
113.168797	114.517007	
117.105572	118.480746	
124.979121	126.219475	
130.479821	131.962852	
134.713202	136.169269	
142.721573	143.961926	
146.739240	148.006558	
150.649051	152.132083	
160.437060	162.755982	
164.886155	166.099544	
172.705776	174.107915	
179.258080	181.091646	
202.474266	203.660691	
244.673257	246.452895	
252.573771	253.733232	
265.921056	267.997300	
270.478008	272.041932	
274.684425	276.302278	
