319.439625	322.749475	
323.010093	324.938668	
330.072844	332.001418	
333.304509	336.301617	
336.614359	338.490810	
339.950271	342.738885	
343.312245	345.006262	
349.671327	351.547777	
356.108594	357.802612	
359.731186	362.415553	
366.194515	368.722511	
372.308439	374.862328	
375.445963	377.322414	
378.964803	381.332181	
381.779479	383.760176	
384.985082	387.513077	
387.851881	389.728331	
391.474473	393.820036	
394.445519	396.139537	
397.989926	400.571482	
401.143405	402.941670	
407.919476	409.587432	
414.408867	416.102885	
418.031459	420.741887	
421.158876	422.983203	
424.677221	427.231278	
427.726453	429.655027	
431.322983	433.955226	
434.346153	436.196541	
437.760250	440.131875	
444.353888	446.438833	
446.907946	448.784396	
453.475523	455.091355	
459.808543	461.684993	
463.470131	465.659179	
466.219748	467.991952	
469.529599	472.005471	
482.222977	484.630930	
496.008399	498.640838	
